show_id,title,director,genres,cast,production_country,release_year,rating,duration,imdb_score,content_type,date_added
cc1b6ed9-cf9e-4057-8303-34577fb54477,(Un)Well,,Reality TV,,United States,2020,TV-MA,1 Season,6.6,TV Show,
e2ef4e91-fb25-42ab-b485-be8e3b23dedb,Alive,Cho Il,Horror Movies,"Yoo Ah-in, Park Shin-hye",South Korea,2020,TV-MA,99 min,6.2,Movie,2020-09-08
e2ef4e91-fb25-42ab-b485-be8e3b23dedb,Alive,Cho Il,International Movies,"Yoo Ah-in, Park Shin-hye",South Korea,2020,TV-MA,99 min,6.2,Movie,2020-09-08
e2ef4e91-fb25-42ab-b485-be8e3b23dedb,Alive,Cho Il,Thrillers,"Yoo Ah-in, Park Shin-hye",South Korea,2020,TV-MA,99 min,6.2,Movie,2020-09-08
b01b73b7-81f6-47a7-86d8-acb63080d525,AnneFrank - Parallel Stories,"Sabina Fedeli, Anna Migotto",Documentaries,"Helen Mirren, Gengher Gatti",Italy,2019,TV-14,95 min,6.4,Movie,2020-07-01
b01b73b7-81f6-47a7-86d8-acb63080d525,AnneFrank - Parallel Stories,"Sabina Fedeli, Anna Migotto",International Movies,"Helen Mirren, Gengher Gatti",Italy,2019,TV-14,95 min,6.4,Movie,2020-07-01
b6611af0-f53c-4a08-9ffa-9716dc57eb9c,blackAF,,TV Comedies,"Kenya Barris, Rashida Jones, Iman Benson, Genneya Walton, Scarlet Spencer, Justin Claiborne, Ravi Cabot-Conyers",United States,2020,TV-MA,1 Season,6.6,TV Show,
7f2d4170-bab8-4d75-adc2-197f7124c070,cats_the_mewvie,Michael Margolis,Documentaries,,Canada,2020,TV-14,90 min,5.1,Movie,2020-02-05
7f2d4170-bab8-4d75-adc2-197f7124c070,cats_the_mewvie,Michael Margolis,International Movies,,Canada,2020,TV-14,90 min,5.1,Movie,2020-02-05
c293788a-41f7-49a3-a7fc-005ea33bce2b,FriendButMarried,Rako Prijanto,Dramas,"Adipati Dolken, Vanesha Prescilla, Rendi Jhon, Beby Tsabina, Denira Wiraguna, Refal Hady, Diandra Agatha, Sari Nila",Indonesia,2018,TV-G,102 min,7.0,Movie,2020-05-21
c293788a-41f7-49a3-a7fc-005ea33bce2b,FriendButMarried,Rako Prijanto,International Movies,"Adipati Dolken, Vanesha Prescilla, Rendi Jhon, Beby Tsabina, Denira Wiraguna, Refal Hady, Diandra Agatha, Sari Nila",Indonesia,2018,TV-G,102 min,7.0,Movie,2020-05-21
c293788a-41f7-49a3-a7fc-005ea33bce2b,FriendButMarried,Rako Prijanto,Romantic Movies,"Adipati Dolken, Vanesha Prescilla, Rendi Jhon, Beby Tsabina, Denira Wiraguna, Refal Hady, Diandra Agatha, Sari Nila",Indonesia,2018,TV-G,102 min,7.0,Movie,2020-05-21
0555e67e-f624-4a05-93e4-55c117d0056d,FriendButMarried 2,Rako Prijanto,Dramas,"Adipati Dolken, Mawar de Jongh, Sari Nila, Vonny Cornellya, Clay Gribble, Ivan Leonardy, Sarah Sechan, Jourdy Pranata",Indonesia,2020,TV-G,104 min,7.0,Movie,2020-06-28
0555e67e-f624-4a05-93e4-55c117d0056d,FriendButMarried 2,Rako Prijanto,International Movies,"Adipati Dolken, Mawar de Jongh, Sari Nila, Vonny Cornellya, Clay Gribble, Ivan Leonardy, Sarah Sechan, Jourdy Pranata",Indonesia,2020,TV-G,104 min,7.0,Movie,2020-06-28
0555e67e-f624-4a05-93e4-55c117d0056d,FriendButMarried 2,Rako Prijanto,Romantic Movies,"Adipati Dolken, Mawar de Jongh, Sari Nila, Vonny Cornellya, Clay Gribble, Ivan Leonardy, Sarah Sechan, Jourdy Pranata",Indonesia,2020,TV-G,104 min,7.0,Movie,2020-06-28
c844460f-6178-4f87-929e-80816c74ca35,realityhigh,Fernando Lebrija,Comedies,"Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis",United States,2017,TV-14,99 min,5.1,Movie,2017-09-08
8b34e0e9-7258-4e49-b799-2e7eddbd7e34,Rucker50,Robert McCullough Jr.,Documentaries,,United States,2016,TV-PG,56 min,5.1,Movie,2016-12-01
8b34e0e9-7258-4e49-b799-2e7eddbd7e34,Rucker50,Robert McCullough Jr.,Sports Movies,,United States,2016,TV-PG,56 min,5.1,Movie,2016-12-01
6da2fc83-1546-4e9d-bf2e-9b472a059c18,Selfie,Cristina Jacob,Comedies,"Flavia Hojda, Crina Semciuc, Olimpia Melinte, Sali Levent, Vlad Logigan, Alex Călin, Alina Chivulescu, Răzvan Vasilescu",Romania,2014,TV-MA,125 min,5.8,Movie,2021-06-21
6da2fc83-1546-4e9d-bf2e-9b472a059c18,Selfie,Cristina Jacob,Dramas,"Flavia Hojda, Crina Semciuc, Olimpia Melinte, Sali Levent, Vlad Logigan, Alex Călin, Alina Chivulescu, Răzvan Vasilescu",Romania,2014,TV-MA,125 min,5.8,Movie,2021-06-21
6da2fc83-1546-4e9d-bf2e-9b472a059c18,Selfie,Cristina Jacob,International Movies,"Flavia Hojda, Crina Semciuc, Olimpia Melinte, Sali Levent, Vlad Logigan, Alex Călin, Alina Chivulescu, Răzvan Vasilescu",Romania,2014,TV-MA,125 min,5.8,Movie,2021-06-21
2aa7f08b-0321-4398-baa9-4a138f8cb9e9,Selfie 69,Cristina Jacob,Comedies,"Maia Morgenstern, Olimpia Melinte, Crina Semciuc, Flavia Hojda, Maria Dinulescu, Alex Călin, Vlad Logigan, Sali Levent, Silvia Busuioc, Mihaela Mihut",Romania,2016,TV-MA,119 min,6.0,Movie,2021-06-21
2aa7f08b-0321-4398-baa9-4a138f8cb9e9,Selfie 69,Cristina Jacob,Dramas,"Maia Morgenstern, Olimpia Melinte, Crina Semciuc, Flavia Hojda, Maria Dinulescu, Alex Călin, Vlad Logigan, Sali Levent, Silvia Busuioc, Mihaela Mihut",Romania,2016,TV-MA,119 min,6.0,Movie,2021-06-21
2aa7f08b-0321-4398-baa9-4a138f8cb9e9,Selfie 69,Cristina Jacob,International Movies,"Maia Morgenstern, Olimpia Melinte, Crina Semciuc, Flavia Hojda, Maria Dinulescu, Alex Călin, Vlad Logigan, Sali Levent, Silvia Busuioc, Mihaela Mihut",Romania,2016,TV-MA,119 min,6.0,Movie,2021-06-21
ea94d1e2-dfb5-4fb0-b941-ca4b1ade98c1,10 Days in Sun City,Adze Ugah,Comedies,"Ayo Makun, Adesua Etomi, Richard Mofe-Damijo, Mercy Johnson, Falz, Tuface Idibia, Thenjiwe Moseley, Motlatsi Mafatshe, Celeste Ntuli, Miguel A. Núñez Jr.","South Africa, Nigeria",2017,TV-14,87 min,5.1,Movie,2019-10-18
ea94d1e2-dfb5-4fb0-b941-ca4b1ade98c1,10 Days in Sun City,Adze Ugah,International Movies,"Ayo Makun, Adesua Etomi, Richard Mofe-Damijo, Mercy Johnson, Falz, Tuface Idibia, Thenjiwe Moseley, Motlatsi Mafatshe, Celeste Ntuli, Miguel A. Núñez Jr.","South Africa, Nigeria",2017,TV-14,87 min,5.1,Movie,2019-10-18
ea94d1e2-dfb5-4fb0-b941-ca4b1ade98c1,10 Days in Sun City,Adze Ugah,Romantic Movies,"Ayo Makun, Adesua Etomi, Richard Mofe-Damijo, Mercy Johnson, Falz, Tuface Idibia, Thenjiwe Moseley, Motlatsi Mafatshe, Celeste Ntuli, Miguel A. Núñez Jr.","South Africa, Nigeria",2017,TV-14,87 min,5.1,Movie,2019-10-18
eb2818f5-d01b-46fe-8797-931a767d5831,10 jours en or,Nicolas Brossette,Comedies,"Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",France,2012,TV-14,97 min,6.1,Movie,2017-07-01
eb2818f5-d01b-46fe-8797-931a767d5831,10 jours en or,Nicolas Brossette,Dramas,"Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",France,2012,TV-14,97 min,6.1,Movie,2017-07-01
eb2818f5-d01b-46fe-8797-931a767d5831,10 jours en or,Nicolas Brossette,International Movies,"Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",France,2012,TV-14,97 min,6.1,Movie,2017-07-01
91c48de3-5bc6-43e8-ae4c-944a0b190687,100 Days My Prince,,International TV Shows,"Doh Kyung-soo, Nam Ji-hyun, Cho Seong-ha, Cho Han-cheul, Kim Seon-ho, Han So-hee",South Korea,2018,TV-14,1 Season,7.5,TV Show,
91c48de3-5bc6-43e8-ae4c-944a0b190687,100 Days My Prince,,Romantic TV Shows,"Doh Kyung-soo, Nam Ji-hyun, Cho Seong-ha, Cho Han-cheul, Kim Seon-ho, Han So-hee",South Korea,2018,TV-14,1 Season,7.5,TV Show,
91c48de3-5bc6-43e8-ae4c-944a0b190687,100 Days My Prince,,TV Dramas,"Doh Kyung-soo, Nam Ji-hyun, Cho Seong-ha, Cho Han-cheul, Kim Seon-ho, Han So-hee",South Korea,2018,TV-14,1 Season,7.5,TV Show,
3ad83357-9327-48bb-b89d-862d61b5801e,100 Humans,,Docuseries,"Zainab Johnson, Sammy Obeid, Alie Ward",United States,2020,TV-14,1 Season,5.5,TV Show,
3ad83357-9327-48bb-b89d-862d61b5801e,100 Humans,,Science & Nature TV,"Zainab Johnson, Sammy Obeid, Alie Ward",United States,2020,TV-14,1 Season,5.5,TV Show,
94f39a7c-7d6e-47bc-9dc2-3db2c81c0e73,100 Meters,Marcel Barrena,Dramas,"Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer","Portugal, Spain",2016,TV-MA,109 min,7.6,Movie,2017-03-10
94f39a7c-7d6e-47bc-9dc2-3db2c81c0e73,100 Meters,Marcel Barrena,International Movies,"Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer","Portugal, Spain",2016,TV-MA,109 min,7.6,Movie,2017-03-10
94f39a7c-7d6e-47bc-9dc2-3db2c81c0e73,100 Meters,Marcel Barrena,Sports Movies,"Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer","Portugal, Spain",2016,TV-MA,109 min,7.6,Movie,2017-03-10
be9959ea-11c2-4783-ba53-ba4627a2c974,100 Things to do Before High School,,Movies,"Isabela Moner, Jaheem Toombs, Owen Joyner, Jack De Sena, Brady Reiter, Lisa Arch, Stephanie Escajeda",United States,2014,TV-Y,44 min,6.5,Movie,2019-11-02
541d3749-9908-4eae-acf0-8dcb68aa76df,100% Halal,Jastis Arimba,Dramas,"Anisa Rahma, Ariyo Wahab, Anandito Dwis, Fitria Rasyidi, Arafah Rianti, Kinaryosih",Indonesia,2020,TV-14,101 min,6.7,Movie,2021-01-07
541d3749-9908-4eae-acf0-8dcb68aa76df,100% Halal,Jastis Arimba,International Movies,"Anisa Rahma, Ariyo Wahab, Anandito Dwis, Fitria Rasyidi, Arafah Rianti, Kinaryosih",Indonesia,2020,TV-14,101 min,6.7,Movie,2021-01-07
f5f2e34f-903d-4f77-9de5-31d8be73d305,1000 Rupee Note,Shrihari Sathe,Dramas,"Usha Naik, Sandeep Pathak, Shrikant Yadav, Ganesh Yadav, Pooja Nayak, Devendra Gaikwad",India,2014,TV-14,89 min,7.4,Movie,2016-12-01
f5f2e34f-903d-4f77-9de5-31d8be73d305,1000 Rupee Note,Shrihari Sathe,International Movies,"Usha Naik, Sandeep Pathak, Shrikant Yadav, Ganesh Yadav, Pooja Nayak, Devendra Gaikwad",India,2014,TV-14,89 min,7.4,Movie,2016-12-01
38055016-5475-41cc-af4b-a9610bacaa25,122,Yasir Al Yasiri,Horror Movies,"Amina Khalil, Ahmed Dawood, Tarek Lotfy, Ahmed El Fishawy, Mahmoud Hijazi, Jihane Khalil, Asmaa Galal, Tara Emad",Egypt,2019,TV-MA,95 min,6.1,Movie,2020-06-01
38055016-5475-41cc-af4b-a9610bacaa25,122,Yasir Al Yasiri,International Movies,"Amina Khalil, Ahmed Dawood, Tarek Lotfy, Ahmed El Fishawy, Mahmoud Hijazi, Jihane Khalil, Asmaa Galal, Tara Emad",Egypt,2019,TV-MA,95 min,6.1,Movie,2020-06-01
ee4f5117-cf68-4862-b61c-310fb8c7379b,13 Reasons Why,,Crime TV Shows,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves",United States,2020,TV-MA,4 Seasons,7.5,TV Show,2020-06-05
ee4f5117-cf68-4862-b61c-310fb8c7379b,13 Reasons Why,,TV Dramas,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves",United States,2020,TV-MA,4 Seasons,7.5,TV Show,2020-06-05
ee4f5117-cf68-4862-b61c-310fb8c7379b,13 Reasons Why,,TV Mysteries,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves",United States,2020,TV-MA,4 Seasons,7.5,TV Show,2020-06-05
eda9ad19-b8d7-40dd-b3d2-4ff997387d53,13 Reasons Why: Beyond the Reasons,,Crime TV Shows,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Alisha Boe, Justin Prentice, Brandon Flynn, Miles Heizer, Christian Navarro, Brian Yorkey, Tom McCarthy, Selena Gomez, Mandy Teefey, Jay Asher, Dr. Rona Hu, Dr. Helen Hsu, Dr. Rebecca Hedrick, Alexis Jones, Elaine Welteroth, Julia Bicknell, Dr. Christine Moutier, Nic Sheff, Carrie Goldberg, Anne Winters, Joy Gorman, Brandon Butler, Marissa Jo Cerar, Susanne Timms",United States,2019,TV-MA,3 Seasons,7.7,TV Show,2019-08-23
eda9ad19-b8d7-40dd-b3d2-4ff997387d53,13 Reasons Why: Beyond the Reasons,,Docuseries,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Alisha Boe, Justin Prentice, Brandon Flynn, Miles Heizer, Christian Navarro, Brian Yorkey, Tom McCarthy, Selena Gomez, Mandy Teefey, Jay Asher, Dr. Rona Hu, Dr. Helen Hsu, Dr. Rebecca Hedrick, Alexis Jones, Elaine Welteroth, Julia Bicknell, Dr. Christine Moutier, Nic Sheff, Carrie Goldberg, Anne Winters, Joy Gorman, Brandon Butler, Marissa Jo Cerar, Susanne Timms",United States,2019,TV-MA,3 Seasons,7.7,TV Show,2019-08-23
dd5a22b6-cdb5-458c-b366-5565a8cd8410,13TH,Ava DuVernay,Documentaries,,United States,2016,TV-MA,101 min,8.3,Movie,2016-10-07
58776a1d-8060-4cf8-96d8-7b8206da082f,14 Minutes from Earth,"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm",Documentaries,,United States,2016,TV-MA,84 min,5.5,Movie,2019-02-01
4594bcbc-837f-497f-9eb9-02cc520e79ee,15 August,Swapnaneel Jayakar,Comedies,"Rahul Pethe, Mrunmayee Deshpande, Adinath Kothare, Vaibhav Mangale, Jaywant Wadkar, Satish Pulekar, Naina Apte, Uday Tikekar",India,2019,TV-14,124 min,5.9,Movie,2019-03-29
4594bcbc-837f-497f-9eb9-02cc520e79ee,15 August,Swapnaneel Jayakar,Dramas,"Rahul Pethe, Mrunmayee Deshpande, Adinath Kothare, Vaibhav Mangale, Jaywant Wadkar, Satish Pulekar, Naina Apte, Uday Tikekar",India,2019,TV-14,124 min,5.9,Movie,2019-03-29
4594bcbc-837f-497f-9eb9-02cc520e79ee,15 August,Swapnaneel Jayakar,Independent Movies,"Rahul Pethe, Mrunmayee Deshpande, Adinath Kothare, Vaibhav Mangale, Jaywant Wadkar, Satish Pulekar, Naina Apte, Uday Tikekar",India,2019,TV-14,124 min,5.9,Movie,2019-03-29
9c63c7c8-74ac-4929-8acb-36b565d63b6c,18 Presents,Francesco Amato,Dramas,"Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi, Alessandro Giallocosta, Filippo Gili, Giacomo Rosselli",Italy,2020,TV-MA,114 min,6.9,Movie,2020-05-08
9c63c7c8-74ac-4929-8acb-36b565d63b6c,18 Presents,Francesco Amato,Independent Movies,"Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi, Alessandro Giallocosta, Filippo Gili, Giacomo Rosselli",Italy,2020,TV-MA,114 min,6.9,Movie,2020-05-08
9c63c7c8-74ac-4929-8acb-36b565d63b6c,18 Presents,Francesco Amato,International Movies,"Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi, Alessandro Giallocosta, Filippo Gili, Giacomo Rosselli",Italy,2020,TV-MA,114 min,6.9,Movie,2020-05-08
517fd993-089a-4171-b71e-8e923a821913,1898: Our Last Men in the Philippines,Salvador Calvo,Dramas,"Luis Tosar, Javier Gutiérrez, Álvaro Cervantes, Karra Elejalde, Carlos Hipólito, Ricardo Gómez, Patrick Criado, Eduard Fernández, Miguel Herrán, Emilio Palacios",Spain,2016,R,130 min,6.6,Movie,2017-06-02
517fd993-089a-4171-b71e-8e923a821913,1898: Our Last Men in the Philippines,Salvador Calvo,International Movies,"Luis Tosar, Javier Gutiérrez, Álvaro Cervantes, Karra Elejalde, Carlos Hipólito, Ricardo Gómez, Patrick Criado, Eduard Fernández, Miguel Herrán, Emilio Palacios",Spain,2016,R,130 min,6.6,Movie,2017-06-02
0e5fc89e-be6a-44d1-9923-533f117e46c3,1922,Zak Hilditch,Dramas,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",United States,2017,TV-MA,103 min,6.4,Movie,2017-10-20
0e5fc89e-be6a-44d1-9923-533f117e46c3,1922,Zak Hilditch,Thrillers,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",United States,2017,TV-MA,103 min,6.4,Movie,2017-10-20
dbb44ca4-c401-472a-8265-54514b04cb7c,1983,,Crime TV Shows,"Robert Więckiewicz, Maciej Musiał, Michalina Olszańska, Andrzej Chyra, Clive Russell, Zofia Wichłacz, Edyta Olszówka, Mateusz Kościukiewicz, Ewa Błaszczyk, Vu Le Hong, Tomasz Włosok, Krzysztof Wach","Poland, United States",2018,TV-MA,1 Season,7.0,TV Show,
dbb44ca4-c401-472a-8265-54514b04cb7c,1983,,International TV Shows,"Robert Więckiewicz, Maciej Musiał, Michalina Olszańska, Andrzej Chyra, Clive Russell, Zofia Wichłacz, Edyta Olszówka, Mateusz Kościukiewicz, Ewa Błaszczyk, Vu Le Hong, Tomasz Włosok, Krzysztof Wach","Poland, United States",2018,TV-MA,1 Season,7.0,TV Show,
dbb44ca4-c401-472a-8265-54514b04cb7c,1983,,TV Dramas,"Robert Więckiewicz, Maciej Musiał, Michalina Olszańska, Andrzej Chyra, Clive Russell, Zofia Wichłacz, Edyta Olszówka, Mateusz Kościukiewicz, Ewa Błaszczyk, Vu Le Hong, Tomasz Włosok, Krzysztof Wach","Poland, United States",2018,TV-MA,1 Season,7.0,TV Show,
5b890519-263d-4406-a9e2-9dd1ed240a32,1994,Diego Enrique Osorno,Crime TV Shows,,Mexico,2019,TV-MA,1 Season,,TV Show,
5b890519-263d-4406-a9e2-9dd1ed240a32,1994,Diego Enrique Osorno,Docuseries,,Mexico,2019,TV-MA,1 Season,,TV Show,
5b890519-263d-4406-a9e2-9dd1ed240a32,1994,Diego Enrique Osorno,International TV Shows,,Mexico,2019,TV-MA,1 Season,,TV Show,
775f89b9-8fa1-479a-8837-d039d524da39,1BR,David Marmor,Horror Movies,"Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Celeste Sully, Susan Davis, Clayton Hoff, Earnestine Phillips",United States,2019,TV-MA,90 min,5.7,Movie,2020-08-23
775f89b9-8fa1-479a-8837-d039d524da39,1BR,David Marmor,Independent Movies,"Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Celeste Sully, Susan Davis, Clayton Hoff, Earnestine Phillips",United States,2019,TV-MA,90 min,5.7,Movie,2020-08-23
775f89b9-8fa1-479a-8837-d039d524da39,1BR,David Marmor,Thrillers,"Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Celeste Sully, Susan Davis, Clayton Hoff, Earnestine Phillips",United States,2019,TV-MA,90 min,5.7,Movie,2020-08-23
60cac8ed-cbe1-4bca-a22b-ebcf7b8ac920,2 Hearts,Lance Hool,Dramas,"Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett, Tahmoh Penikett",United States,2020,PG-13,101 min,5.9,Movie,2021-06-02
60cac8ed-cbe1-4bca-a22b-ebcf7b8ac920,2 Hearts,Lance Hool,Faith & Spirituality,"Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett, Tahmoh Penikett",United States,2020,PG-13,101 min,5.9,Movie,2021-06-02
60cac8ed-cbe1-4bca-a22b-ebcf7b8ac920,2 Hearts,Lance Hool,Romantic Movies,"Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett, Tahmoh Penikett",United States,2020,PG-13,101 min,5.9,Movie,2021-06-02
79afe5bd-0dcd-4cac-9072-f77f46f355ef,2 States,Abhishek Varman,Comedies,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,2014,TV-PG,143 min,7.0,Movie,2018-08-04
79afe5bd-0dcd-4cac-9072-f77f46f355ef,2 States,Abhishek Varman,Dramas,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,2014,TV-PG,143 min,7.0,Movie,2018-08-04
79afe5bd-0dcd-4cac-9072-f77f46f355ef,2 States,Abhishek Varman,International Movies,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,2014,TV-PG,143 min,7.0,Movie,2018-08-04
05ad2062-4af3-4362-bdd2-58e06dcd7c3f,2 Weeks in Lagos,Kathryn Fasegha,Dramas,"Beverly Naya, Mawuli Gavor, Ajoke Silva, Jide Kosoko, Toyin Abraham, Okey Uzoeshi, Deyemi Okanlawon, Shaffy Bello, Tina Mba, Efe Irele",,2020,TV-PG,107 min,,Movie,2021-07-16
05ad2062-4af3-4362-bdd2-58e06dcd7c3f,2 Weeks in Lagos,Kathryn Fasegha,International Movies,"Beverly Naya, Mawuli Gavor, Ajoke Silva, Jide Kosoko, Toyin Abraham, Okey Uzoeshi, Deyemi Okanlawon, Shaffy Bello, Tina Mba, Efe Irele",,2020,TV-PG,107 min,,Movie,2021-07-16
05ad2062-4af3-4362-bdd2-58e06dcd7c3f,2 Weeks in Lagos,Kathryn Fasegha,Romantic Movies,"Beverly Naya, Mawuli Gavor, Ajoke Silva, Jide Kosoko, Toyin Abraham, Okey Uzoeshi, Deyemi Okanlawon, Shaffy Bello, Tina Mba, Efe Irele",,2020,TV-PG,107 min,,Movie,2021-07-16
b3dfd027-f6e3-4282-81b1-1587244b4230,"2,215",Nottapon Boonprakob,Documentaries,Artiwara Kongmalai,Thailand,2018,TV-MA,89 min,7.9,Movie,2019-03-01
b3dfd027-f6e3-4282-81b1-1587244b4230,"2,215",Nottapon Boonprakob,International Movies,Artiwara Kongmalai,Thailand,2018,TV-MA,89 min,7.9,Movie,2019-03-01
b3dfd027-f6e3-4282-81b1-1587244b4230,"2,215",Nottapon Boonprakob,Sports Movies,Artiwara Kongmalai,Thailand,2018,TV-MA,89 min,7.9,Movie,2019-03-01
a38b53b4-3ae2-4816-a574-d0b3ce8ad1ad,20 Minutes,,Crime TV Shows,"Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, İpek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer",Turkey,2013,TV-MA,1 Season,6.8,TV Show,
a38b53b4-3ae2-4816-a574-d0b3ce8ad1ad,20 Minutes,,International TV Shows,"Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, İpek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer",Turkey,2013,TV-MA,1 Season,6.8,TV Show,
a38b53b4-3ae2-4816-a574-d0b3ce8ad1ad,20 Minutes,,TV Dramas,"Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, İpek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer",Turkey,2013,TV-MA,1 Season,6.8,TV Show,
5bdf0112-e969-481d-b871-c8181b2a490b,2012,Roland Emmerich,Action & Adventure,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily",United States,2009,PG-13,158 min,6.0,Movie,2021-04-01
5bdf0112-e969-481d-b871-c8181b2a490b,2012,Roland Emmerich,Sci-Fi & Fantasy,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily",United States,2009,PG-13,158 min,6.0,Movie,2021-04-01
5c1f674a-9d13-490a-8809-8e8477701499,21 Again,,British TV Shows,Laura Morgan,United Kingdom,2019,TV-MA,1 Season,4.8,TV Show,
5c1f674a-9d13-490a-8809-8e8477701499,21 Again,,Reality TV,Laura Morgan,United Kingdom,2019,TV-MA,1 Season,4.8,TV Show,
4318b952-167f-4c48-9107-71fb8d243fd1,21 Thunder,,Crime TV Shows,"Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore",Canada,2017,TV-MA,1 Season,6.0,TV Show,
4318b952-167f-4c48-9107-71fb8d243fd1,21 Thunder,,International TV Shows,"Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore",Canada,2017,TV-MA,1 Season,6.0,TV Show,
4318b952-167f-4c48-9107-71fb8d243fd1,21 Thunder,,TV Dramas,"Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore",Canada,2017,TV-MA,1 Season,6.0,TV Show,
ebded5d8-f3d0-4b7d-9fdd-8c3c09533b05,22 July,Paul Greengrass,Dramas,"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith","Norway, Iceland, United States",2018,R,144 min,6.6,Movie,2018-10-10
ebded5d8-f3d0-4b7d-9fdd-8c3c09533b05,22 July,Paul Greengrass,Thrillers,"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith","Norway, Iceland, United States",2018,R,144 min,6.6,Movie,2018-10-10
