show_id,title,director,genres,cast,production_country,release_year,rating,duration,imdb_score,content_type,date_added
9c3a2b09-b28c-4b8e-a17e-0c50612b4099,El-Khawaga's Dilemma,Peter Mimi,Comedies,"Hassan El Raddad, Mohamed Lotfy, Hana El Zahed, Hassan Hosny, Majed El Masry, Mohamed Ezz, Samia Trabelsi, Yasser Al Zankalouni, Ahmed El Sobky, Bayoumi Fouad",Egypt,2018,TV-14,94 min,4.7,Movie,2020-10-15
9c3a2b09-b28c-4b8e-a17e-0c50612b4099,El-Khawaga's Dilemma,Peter Mimi,International Movies,"Hassan El Raddad, Mohamed Lotfy, Hana El Zahed, Hassan Hosny, Majed El Masry, Mohamed Ezz, Samia Trabelsi, Yasser Al Zankalouni, Ahmed El Sobky, Bayoumi Fouad",Egypt,2018,TV-14,94 min,4.7,Movie,2020-10-15
99b34f70-2d39-408c-8d57-f98b4204eb29,Elaan,K. Ramanlal,Action & Adventure,"Vinod Mehra, Rekha, Vinod Khanna, Helen, Madan Puri, Brahm Bhardwaj",India,1971,TV-14,143 min,5.8,Movie,2017-04-01
99b34f70-2d39-408c-8d57-f98b4204eb29,Elaan,K. Ramanlal,Cult Movies,"Vinod Mehra, Rekha, Vinod Khanna, Helen, Madan Puri, Brahm Bhardwaj",India,1971,TV-14,143 min,5.8,Movie,2017-04-01
99b34f70-2d39-408c-8d57-f98b4204eb29,Elaan,K. Ramanlal,International Movies,"Vinod Mehra, Rekha, Vinod Khanna, Helen, Madan Puri, Brahm Bhardwaj",India,1971,TV-14,143 min,5.8,Movie,2017-04-01
0e930728-5708-47d8-b4f7-9642527fd68f,Election,Alexander Payne,Comedies,"Matthew Broderick, Reese Witherspoon, Chris Klein, Jessica Campbell, Phil Reeves, Molly Hagan, Delaney Driscoll, Mark Harelik, Colleen Camp, Frankie Ingrassia",United States,1999,R,103 min,7.1,Movie,2021-06-02
0e930728-5708-47d8-b4f7-9642527fd68f,Election,Alexander Payne,Independent Movies,"Matthew Broderick, Reese Witherspoon, Chris Klein, Jessica Campbell, Phil Reeves, Molly Hagan, Delaney Driscoll, Mark Harelik, Colleen Camp, Frankie Ingrassia",United States,1999,R,103 min,7.1,Movie,2021-06-02
36b03af3-709a-445d-a510-f5631dcc2395,Elena,Petra Costa,Documentaries,,"Brazil, United States",2012,TV-14,81 min,7.5,Movie,2019-09-01
36b03af3-709a-445d-a510-f5631dcc2395,Elena,Petra Costa,International Movies,,"Brazil, United States",2012,TV-14,81 min,7.5,Movie,2019-09-01
3842f2f7-32f6-4190-adae-4006944f45a3,Elevator Baby,Akhigbe Ilozobhie,Dramas,"Toyin Abraham, Timini Egbuson, Shaffy Bello, Yemi Solade, Broda Shaggi, Sambasa Nzeribe, Ijeoma Aniebo, Blessing Onwukwe",Nigeria,2019,TV-MA,84 min,7.1,Movie,2020-06-20
3842f2f7-32f6-4190-adae-4006944f45a3,Elevator Baby,Akhigbe Ilozobhie,International Movies,"Toyin Abraham, Timini Egbuson, Shaffy Bello, Yemi Solade, Broda Shaggi, Sambasa Nzeribe, Ijeoma Aniebo, Blessing Onwukwe",Nigeria,2019,TV-MA,84 min,7.1,Movie,2020-06-20
